2. maailmansota,II maailmansota,toinen maailmansota        Vapaa Ranska
taide,taideteos,taiteellinen luomus        maalata vesiväreillä
taide,taideteos,taiteellinen luomus        maalata<approximate/>
taide,taideteos,taiteellinen luomus        merkitä hiilellä,piirtää hiilellä
taide,taideteos,taiteellinen luomus        moderni<approximate/>
taide,taideteos,taiteellinen luomus        muokata,muotoilla,muovata
taide,taideteos,taiteellinen luomus        myydä kokoelmasta
taide,taideteos,taiteellinen luomus        näyttely
taide,taideteos,taiteellinen luomus        painaa litografisesti
taide,taideteos,taiteellinen luomus        piirtää
taide,taideteos,taiteellinen luomus        piirtää<note>pilakuva</note>
taide,taideteos,taiteellinen luomus        pitkästyttävä hetki<unconfirmed/>
taide,taideteos,taiteellinen luomus        pohja,tausta
taide,taideteos,taiteellinen luomus        pop-,populaari-
taide,taideteos,taiteellinen luomus        repertoaari
taide,taideteos,taiteellinen luomus        silkkipainaa
taide,taideteos,taiteellinen luomus        talaarit
taide,taideteos,taiteellinen luomus        varjostaa
taide,taideteos,taiteellinen luomus        veistää
taivaankappale        tuikkia,välkkyä
tallennus,äänitys        kirjata,merkitä,rekisteröidä
tallennus,äänitys        merkitä
tallennus,äänitys        nauhoittaa
tallennus,äänitys        poistaa,pyyhkiä
tallennus,äänitys        äänittää ennalta
tammi,tammipeli        kuningas
tammi,tammipeli        musta
tammi,tammipeli        valkea,valkoinen
tammi,tammipeli        sakkinappula
tanssi        laatia koreografia,suunnitella koreografia
tanssi        stepata
tanssi        tanssia
tanssi        tanssia kantapäillään
tanssi,tanssiminen        jorata,karkeloida,panna jalalla koreasti,tanssia
tanssi,tanssiminen        katusoittaja,katutaiteilija
tanssi,tanssiminen        napatanssia,vatsatanssia
tanssi,tanssiminen        sivuaskel
tanssi,tanssiminen        stepata
tanssi,tanssiminen        steppirauta
tanssi,tanssiminen        tanssia jivea
tanssi,tanssiminen        tanssia kantapäillään
tanssi,tanssiminen        tanssia puukenkätanssia
tanssi,tanssiminen        tanssia shimmyä
taolaisuus        Tao
taolaisuus        taolaisuus
tehdas,tehdaslaitos,tehdasrakennus,teollisuuslaitos,tuotantolaitos        kuljetin,kuljetushihna,liukuhihna
tehdas,tehdaslaitos,tehdasrakennus,teollisuuslaitos,tuotantolaitos        toimintakelpoisuusaika
tehdas,tehdaslaitos,tehdasrakennus,teollisuuslaitos,tuotantolaitos        valvontakamera
teleala,tietoliikenneala        itsekorjaava koodi
teleala,tietoliikenneala        kvantittaa
teleliikenne,televiestintä,tietoliikenne        Nyquistin taajuus
teleliikenne,televiestintä,tietoliikenne        elektroninen taajuusmuunnin
teleliikenne,televiestintä,tietoliikenne        kaksisuuntainen
teleliikenne,televiestintä,tietoliikenne        kasvava teollisuudenala
teleliikenne,televiestintä,tietoliikenne        kutsua
teleliikenne,televiestintä,tietoliikenne        näytteenottonopeus,näytteenottotaajuus
teleliikenne,televiestintä,tietoliikenne        näytteenottotaajuus
teleliikenne,televiestintä,tietoliikenne        näytteenottotaajuus
teleliikenne,televiestintä,tietoliikenne        näytteenottotaajuus
teleliikenne,televiestintä,tietoliikenne        silmukkavahvistus
teleliikenne,televiestintä,tietoliikenne        simplex
teleliikenne,televiestintä,tietoliikenne        teleala,tietoliikenneala
teollisuus,tuotanto        palkata rikkureita<unconfirmed/>
teollisuus,tuotanto        pistejärjestelmä
teollisuus,tuotanto        teollisuudenala,teollisuudenhaara,toimiala
teollisuus,tuotanto        yksityistää
teologia,teologinen järjestelmä        ennaltamäärätä,predestinoida
teologia,teologinen järjestelmä        lähteminen,nouseminen,virtaaminen
teologia,teologinen järjestelmä        paljastaa
teologia,teologinen järjestelmä        tuomita
termodynamiikka        H,entalpia,lämpösisältö
termodynamiikka        S,entropia,satunnaisuus
termodynamiikka        adiabaattinen prosessi,lämpöeristetty prosessi
termodynamiikka        kierto-
terrorismi,terroriteko        11. 9.,11. syyskuuta,9-11,9/11,syysk. 11.,syyskuun 11. päivä
terrorismi,terroriteko        17 November,Marraskuun 17.,Revolutionary Organization 17 November
terrorismi,terroriteko        ABB,Alex Boncayao Brigade,RPA-ABB,Revolutionary Proletarian Army
terrorismi,terroriteko        AIAI,Islamin yhtenäisyys<unconfirmed/>,al Itihaad al Islamiya,al-Itihaad al-Islamiya
terrorismi,terroriteko        ALIR,Entiset asevoimat,FAR,Interahamwe,Ruandan vapautuksen demokraattiset joukot
terrorismi,terroriteko        ANO,Abu Nidal Organization,Arab Revolutionary Brigades,Fatah Revolutionary Council,Fatah-RC,Musta syyskuu,Revolutionary Organization of Socialist Muslims
terrorismi,terroriteko        ASALA,Armenian salainen vapautusarmeija<unconfirmed/>,Lokakuun 3. päivän järjestö<unconfirmed/>,Orly-ryhmä<unconfirmed/>
terrorismi,terroriteko        AUC,Autodefensas Unidas de Colombia
terrorismi,terroriteko        Abu Hafs al-Masrin prikaatit
terrorismi,terroriteko        Abu Sayyaf,Miekankantaja
terrorismi,terroriteko        Aden-Abyan Islamic Army,IAA,Islamic Army of Aden,Islamic Army of Aden-Abyan
terrorismi,terroriteko        Aksan marttyyrien prikaati,al-Aksan marttyyrien prikaati,al-Aqsan marttyyrit
terrorismi,terroriteko        Al Faran,HUA,HUM,Harkat ul-Ansar,Harkat ul-Mujahedeen,Harkat-ul-Mujahidin,Movement of Holy Warriors
terrorismi,terroriteko        Al Nathir
terrorismi,terroriteko        Al Qanoon,Lashkar-e-Omar
terrorismi,terroriteko        Al Tawhid,al-Tawhid,jumalainen yhteys<unconfirmed/>
terrorismi,terroriteko        Al-Jama'a al-Islamiyyah al-Muqatilah bi-Libya,FIG,Libyan Fighting Group,Libyan Islamic Fighting Group,Libyan Islamic Group
terrorismi,terroriteko        Andres Martinez,Carlos,Glen Gebhard,Hector Hevodidbon,Ilich Ramirez Sanchez,Ilich Ramírez Sánchez,Ilich Sanchez,Michael Assat,Salim,Sanchez,Shakaali,Taurus
terrorismi,terroriteko        Ansar al Islam,Ansar al-Islam,Islamin kannattajat
terrorismi,terroriteko        Anti-Imperialist International Brigade,JRA,Japanin punainen armeijakunta
terrorismi,terroriteko        Armata Corsa
terrorismi,terroriteko        Armed Islamic Group,GIA
terrorismi,terroriteko        Asbat al-Ansar,partisaanijoukko
terrorismi,terroriteko        Association of Islamic Groups and Communities,Caliphate State,Kaplan Group
terrorismi,terroriteko        Aum,Aum Shinrikyo,Korkein totuus
terrorismi,terroriteko        BR,Brigate Rosse,Punaiset prikaatit
terrorismi,terroriteko        Baader-Meinhof -ryhmä
terrorismi,terroriteko        CIRA,Continuity Army Council,Continuity Irish Republican Army
terrorismi,terroriteko        CNPZ,ELN,National Liberation Army,Nestor Paz Zamora Commission
terrorismi,terroriteko        CTC,Counterterrorist Center
terrorismi,terroriteko        Chukaku-Ha
terrorismi,terroriteko        DFLP,PDFLP,Palestiinan vapautuksen demokraattinen rintama,Palestiinan vapautuksen kansandemokraattinen rintama
terrorismi,terroriteko        Dhahran
terrorismi,terroriteko        Dissident Irish Republican Army,RIRA,Real IRA,Real Irish Republican Army
terrorismi,terroriteko        EGTK,Tupac Katari Guerrilla Army
terrorismi,terroriteko        ELA,Revolutionary People's Struggle
terrorismi,terroriteko        ELN,National Liberation Army
terrorismi,terroriteko        ETA,Euskadi Ta Askatasuna,baskien kansa ja vapaus
terrorismi,terroriteko        East Turkestan Islamic Movement,East Turkistan Islamic Movement
terrorismi,terroriteko        Egyptin islamilainen jihad,al-Jihad,islamilainen jihad,valloituksen etujoukko<unconfirmed/>
terrorismi,terroriteko        FARC,Fuerzas Armadas Revolucionarios de Colombia,Revolutionary Armed Forces of Colombia
terrorismi,terroriteko        FLNC,National Liberation Front of Corsica
terrorismi,terroriteko        Fatah Tanzim,Tanzim
terrorismi,terroriteko        Fatah,al-Asifa,al-Fatah
terrorismi,terroriteko        Force 17
terrorismi,terroriteko        GRAPO,lokakuun ensimmäisen päivän fasismin vastaiset vastarintaryhmät
terrorismi,terroriteko        GSPC,Salafast Group for Call and Combat,salafistiryhmä
terrorismi,terroriteko        Gestapo
terrorismi,terroriteko        HUJI,Harakat ul-Jihad-I-Islami,Harkat-ul-Jihad-e-Islami
terrorismi,terroriteko        Hamas,Islamic Resistance Movement
terrorismi,terroriteko        Harakat al-Jihad al-Islami al-Filastini,PIJ,Palestiinan islamilainen jihad
terrorismi,terroriteko        Hizbollah,Hizbollah-järjestö,Hizbullah,Islamilainen jihad,Jumalan puolue,Libanonin Hizbollah,Organization of the Oppressed on Earth,Palestiinan Islamilainen jihad,Revolutionary Justice Organization
terrorismi,terroriteko        Hizb al-Tahrir,Vapautuspuolue
terrorismi,terroriteko        Holy War Warriors,Laskar Jihad
terrorismi,terroriteko        IBDA-C,Islamic Great Eastern Raiders-Front
terrorismi,terroriteko        IMU,Uzbekistanin islamilainen liike
terrorismi,terroriteko        INLA,Irlannin kansallinen vapautusarmeija,Kansan vapautusarmeija,Kansan vapautusarmeija<unconfirmed/>
terrorismi,terroriteko        IRA,Irlannin tasavaltalaisarmeija,Provisional IRA,Provisional Irish Republican Army,Provos
terrorismi,terroriteko        International Islamic Front for Jihad against Jews and Crusaders
terrorismi,terroriteko        Islamic Community,Islamic Group,JI,Jemaah Islamiyah,Malaysia Militant Group,Malaysian Mujahidin Group
terrorismi,terroriteko        Iz Al-Din Al-Qassam Battalions,Qassam Brigades,Salah al-Din Battalions
terrorismi,terroriteko        JEM,Jaish-i-Mohammed,Jaish-i-Muhammad
terrorismi,terroriteko        Jabat al-Tahrir al-Filistiniyyah,PLF,Palestiinan vapautusrintama
terrorismi,terroriteko        Jafar,Jafar Umar Thalib,Jaffar,Jaffar Umar Thalib
terrorismi,terroriteko        Jamaat ul-Fuqra
terrorismi,terroriteko        Jayshullah
terrorismi,terroriteko        Jerusalem Warriors
terrorismi,terroriteko        Jumalan sotilaat<unconfirmed/>,Jund-ul-Islam
terrorismi,terroriteko        KKK,Klan,Ku Klux Klan
terrorismi,terroriteko        KR,Kamputsean demokraattinen puolue<approximate/>,Kamputsean kommunistinen puolue,punaiset khmerit,punakhmerit
terrorismi,terroriteko        Kach,Kahane Chai
terrorismi,terroriteko        Kurdistanin työväenpuolue,PKK<note>literalissa virhe</note>,Partiya Karkeran Kurdistan
terrorismi,terroriteko        LET,Lashkar-e-Taiba,Lashkar-e-Tayyiba,oikeauskoisten armeija,puhtaiden armeija
terrorismi,terroriteko        LTTE,Tamil Eelamin vapautuksen tiikerit,tamilitiikerit
terrorismi,terroriteko        Lashkar-e-Jhangvi
terrorismi,terroriteko        Lautaro Faction of the United Popular Action Movement,Lautaro Popular Rebel Forces,Lautaro Youth Movement
terrorismi,terroriteko        Loistava polku,SL,Sendero Luminoso
terrorismi,terroriteko        Lord's Resistance Army
terrorismi,terroriteko        Loyalist Volunteer Force
terrorismi,terroriteko        MAK,Maktab al-Khidmat
terrorismi,terroriteko        MEK,MKO,Mujahidin-e Khalq Organization,People's Mujahidin of Iran
terrorismi,terroriteko        MRTA,Movimiento Revolucionario Tupac Anaru,Tupac Amaru Revolutionary Movement
terrorismi,terroriteko        Mafia,Sisilian mafia
terrorismi,terroriteko        Manuel Rodriquez Patriotic Front
terrorismi,terroriteko        Moranzanist Patriotic Front
terrorismi,terroriteko        Moro Islamic Liberation Front
terrorismi,terroriteko        Mujahedeen Kompak
terrorismi,terroriteko        Musta käsi
terrorismi,terroriteko        Musta syyskuu -järjestö
terrorismi,terroriteko        NIPR,Revolutionary Proletarian Initiative Nuclei,Revolutionary Proletarian Nucleus
terrorismi,terroriteko        NPA,New People's Army,Uusi kansanarmeija
terrorismi,terroriteko        OV,Orange Group
terrorismi,terroriteko        PAGAD,People against Gangsterism and Drugs
terrorismi,terroriteko        PFLP,Palestiinan vapautuksen kansanrintama
terrorismi,terroriteko        PFLP-GC,PFLP-General Command
terrorismi,terroriteko        PSF,Popular Struggle Front
terrorismi,terroriteko        Pakistanin ydinaseiden fyysikot<approximate/>,UTN
terrorismi,terroriteko        Palestinian Hizballah
terrorismi,terroriteko        Pentagon Gang
terrorismi,terroriteko        Profeetan seuraajat<unconfirmed/>,al Sunna Wal Jamma
terrorismi,terroriteko        Puka Inti,Red Sun,Sol Rojo
terrorismi,terroriteko        Punainen armeijakunta,RAF
terrorismi,terroriteko        Qaeda,Tukikohta<unconfirmed/>,al-Qaeda,al-Qaida
terrorismi,terroriteko        Qibla
terrorismi,terroriteko        RUF,Revolutionary United Front
terrorismi,terroriteko        Revolutionary People's Liberation Party
terrorismi,terroriteko        Sipah-e-Sahaba
terrorismi,terroriteko        Tareekh e Kasas
terrorismi,terroriteko        UDA,Ulsterin puolustusjärjestö
terrorismi,terroriteko        USS Cole
terrorismi,terroriteko        Umar Al-Mukhtarin joukot
terrorismi,terroriteko        WTC,World Trade Center,kaksoistornit
terrorismi,terroriteko        agentti,myyrä
terrorismi,terroriteko        al-Gamaa al-Islamiya,islamilainen ryhmittymä
terrorismi,terroriteko        al-Ma'unah
terrorismi,terroriteko        al-Muhajiroun
terrorismi,terroriteko        al-Rashid Trust
terrorismi,terroriteko        al-Ummah
terrorismi,terroriteko        asekätkö<broader/>
terrorismi,terroriteko        automaattinen kasvotunnistus,kasvontunnistus,kasvotunnistus
terrorismi,terroriteko        biologinen terrorismi,bioterrorismi
terrorismi,terroriteko        biometrinen todentaminen,biometrinen tunnistaminen,henkilöllisyyden varmistaminen
terrorismi,terroriteko        ekologinen sodankäynti,ekoterrorismi
terrorismi,terroriteko        hakkeri<unconfirmed/>,krakkeri<unconfirmed/>,kyberterroristi
terrorismi,terroriteko        hallinta<approximate/>
terrorismi,terroriteko        hawala-järjestelmä
terrorismi,terroriteko        hirmuvalta
terrorismi,terroriteko        huumekaupalla rahoitettu terrorismi
terrorismi,terroriteko        itsemurhapommittaja
terrorismi,terroriteko        kansainvälinen terrorismi
terrorismi,terroriteko        kasvotunnistus<approximate/>
terrorismi,terroriteko        kemiallinen terrorismi
terrorismi,terroriteko        kenraali
terrorismi,terroriteko        kiusaaminen,pelottelu,uhkailu
terrorismi,terroriteko        klavern
terrorismi,terroriteko        likainen sota
terrorismi,terroriteko        luola
terrorismi,terroriteko        mujahideen
terrorismi,terroriteko        pommitus
terrorismi,terroriteko        sisäinen terrorismi
terrorismi,terroriteko        terrorismin torjuntastrategia
terrorismi,terroriteko        terroristi
terrorismi,terroriteko        terroristijärjestö,terroristiryhmä
terrorismi,terroriteko        terroristisolu
terrorismi,terroriteko        terroriteko
terrorismi,terroriteko        tietoverkkosota,tietoverkkoterrorismi
terrorismi,terroriteko        toukokuun 15. päivän järjestö<unconfirmed/>
terrorismi,terroriteko        turkkilainen Hizbollah<unconfirmed/>
terrorismi,terroriteko        uskonnollinen terroriteko
terrorismi,terroriteko        valtioterrorismi
terrorismi,terroriteko        vastavakoilu
terrorismi,terroriteko        ydinterrorismi
terveysruoka        luomu-
teutoni        Brunnhilde
teutoni        Nibelung
teutoni        Nibelung
teutoni        Siegfried
teutoni        teutonijumala
tiede,tieteenala        ideologia,teoreetikko
tiede,tieteenala        kontrolloida,tarkistaa
tiede,tieteenala        matematiikka,matikka
tiedotusväline<broader/>        esittää,lähettää,lähettää ohjelmaa,välittää
tiedotusväline<broader/>        kysellä<unconfirmed/>
tiedotusväline<broader/>        lopettaa
tiedotusväline<broader/>        lähettää
tiedotusväline<broader/>        lähettää uudelleen,näyttää uudelleen
tietojenkäsittelyjärjestelmä,tietokone        VDU,näyttö
tietojenkäsittelyjärjestelmä,tietokone        alfatestaus
tietojenkäsittelyjärjestelmä,tietokone        beetakoe,beetatestaus
tietojenkäsittelyjärjestelmä,tietokone        digitaalinen viestintä,tietoliikenne
tietojenkäsittelyjärjestelmä,tietokone        jakso
tietojenkäsittelyjärjestelmä,tietokone        kansi<approximate/>
tietojenkäsittelyjärjestelmä,tietokone        katkos
tietojenkäsittelyjärjestelmä,tietokone        korttipaikka,laajennuspaikka
